,village,school,num_students
1271,Hlboké nad Váhom,ZŠ s MŠ - Hlboké n.V.,12.0
1272,Hlboké nad Váhom,Materská škola pri ZŠ - Hlboké n.V.,23.0
1273,Hliník nad Hronom,"Súkr. SOŠ - Hliník n.H., Kopaničná",53.0
1274,Hliník nad Hronom,"Materská škola - Hliník n.H., Priehradka",68.0
1275,Hliník nad Hronom,"ZŠ - Hliník n.H., Školská",306.0
1276,Hlinné,ZŠ - Hlinné,118.0
1277,Hlinné,Materská škola - Hlinné,49.0
1278,Hlivištia,Materská škola - Hlivištia,8.0
1279,Hlohovec,"SOŠ technická - Hlohovec, F.Lipku",98.0
1280,Hlohovec,"Materská škola - Hlohovec, Hollého",129.0
1281,Hlohovec,"Materská škola - Hlohovec, Kalinčiakova",179.0
1282,Hlohovec,"Gym. Ivana Kupca - Hlohovec, Komenského",326.0
1283,Hlohovec,"ZŠ - Hlohovec, M.R.Štefánika",360.0
1284,Hlohovec,"Materská škola - Hlohovec, Nábr.A.Hlinku",162.0
1285,Hlohovec,"SOŠ chemická - Hlohovec, Nerudova",135.0
1286,Hlohovec,"PŠ ako o.z. Spoj.školy - Hlohovec, Palárikova 1/A",12.0
1287,Hlohovec,"OÚ int. ako o.z. Spoj.š - Hlohovec, Palárikova 1/A",83.0
1288,Hlohovec,"ZŠ - Hlohovec, Podzámska",502.0
1289,Hlohovec,"ZŠ sv.Jozefa - Hlohovec, Pribinova",244.0
1290,Hlohovec,"OA - Hlohovec, Tehelná",94.0
1291,Hlohovec,"Cirk. materská škola - Hlohovec, Vinohradská",71.0
1292,Hlohovec,"SOŠ pri RC - Hlohovec, Zámok",32.0
1293,Hlohovec,"Materská škola - Hlohovec, Podjavorinskej",62.0
1294,Hlohovec,"ZŠ - Hlohovec, Školská",135.0
1295,Hlohovec,"EP ako súč. Spoj.školy - Hlohovec, Jarmočná",
1296,Hlohovec,"OU ako súč.RC - Hlohovec, Zámok",11.0
1297,Hlohovec,"Špec. ZŠ s MŠ ako o.z. - Hlohovec, M.R.Štefánika",92.0
1298,Hlohovec,"EP ako súčasť MŠ - Hlohovec, Vinohradská",
1299,Hlohovec,"EP ako súčasť MŠ - Hlohovec, Pribinova",
1300,Hlohovec,"EP ako sučasť MŠ - Hlohovec, Fraštácka",
1301,Hlohovec,"ZŠ s MŠ - Hlohovec, Koperníkova",362.0
1302,Hlohovec,"ZŠ s MŠ - Hlohovec, A.Felcána",294.0
1303,Hlohovec,"ZŠ s MŠ - predprimárne - Hlohovec, Koperníkova",90.0
1304,Hlohovec,"ZŠ s MŠ - predprimárne - Hlohovec, A.Felcána",21.0
1305,Hlohovec,"Špec. ZŠ ako o.z. Spoj. - Hlohovec, M.R.Štefánika",
1306,Hlohovec,"ŠUP - Hlohovec, Nerudova",
1307,Hniezdne,Materská škola pri ZŠ - Hniezdne,45.0
1308,Hniezdne,ZŠ s MŠ - Hniezdne,155.0
1309,Hnilčík,Materská škola - Hnilčík,16.0
1310,Hnúšťa,"Súkr. SOŠ - Hnúšťa, Francisciho",
1311,Hnúšťa,"SOŠ - Hnúšťa, Hlavná",141.0
1312,Hnúšťa,"Gym. M.H. - Hnúšťa, Hlavná",108.0
1313,Hnúšťa,"Materská škola - Hnúšťa, Klokočova",68.0
1314,Hnúšťa,"ZŠ - Hnúšťa, Klokočova",273.0
1315,Hnúšťa,"Materská škola - Hnúšťa, Nábr.Rimavy",126.0
1316,Hnúšťa,"ZŠ J.F.R. - Hnúšťa, Nábr.Rimavy",412.0
1317,Hnúšťa,"Špec.ZŠ - Hnúšťa, Zápotockého",98.0
1318,Hodejov,ZŠ - Hodejov,280.0
1319,Hodejov,Materská škola - Hodejov,40.0
1320,Hokovce,Materská škola - Hokovce,20.0
1321,Holčíkovce,Materská škola - Holčíkovce,16.0
1322,Holčíkovce,ZŠ - Holčíkovce,124.0
1323,Holiare,"MŠ s VJM - Óvoda - Holiare, Hlavná",14.0
1324,Holice,"Materská škola s VJM - Holice, Kostolná Gala",42.0
1325,Holice,"ZŠ s VJM - Holice, Póšfa",164.0
1326,Holice,"Materská škola s VJM - Holice, Veľká Budafa",16.0
1327,Holíč,"SOŠ technická - Holíč, Bernolákova",173.0
1328,Holíč,"ZŠ - Holíč, Bernolákova",511.0
1329,Holíč,"Špec. ZŠ - Holíč, Kollárova",97.0
1330,Holíč,"Materská škola - Holíč, Lúčky",289.0
1331,Holíč,"SOŠ dopravy a služieb - Holíč, Nám.sv.Martina",593.0
1332,Holíč,"ZŠ - Holíč, Školská",416.0
1333,Holíč,"EP ako súčasť MŠ - Holíč, J.Čabelku",
1334,Holiša,Materská škola - Holiša,24.0
1335,Holiša,ZŠ - Holiša,19.0
1336,Holumnica,ZŠ s MŠ - Holumnica,189.0
1337,Holumnica,Materská škola pri ZŠ - Holumnica,19.0
1338,Hontianska Vrbica,Materská škola - Hontianska Vrbica,20.0
1339,Hontianska Vrbica,ZŠ - Hontianska Vrbica,17.0
1340,Hontianske Moravce,"EP - ZŠ s MŠ - Hontianske Moravce, Kostolná",33.0
1341,Hontianske Moravce,"ZŠ s MŠ - Hontianske Moravce, Cintorínska",137.0
1342,Hontianske Nemce,EP - ZŠ s MŠ - Hontianske Nemce,43.0
1343,Hontianske Nemce,ZŠ s MŠ - Hontianske Nemce,152.0
1344,Hontianske Tesáre,Materská škola pri ZŠ - Hontianske Tesáre,30.0
1345,Hontianske Tesáre,ZŠ s MŠ - Hontianske Tesáre,26.0
1346,Hontianske Trsťany,Materská škola - Hontianske Trsťany,2.0
1347,Horná Kráľová,"EP Materská šk. pri ZŠ - Horná Kráľová, Školská",58.0
1348,Horná Kráľová,"ZŠ s MŠ - Horná Kráľová, Školská",132.0
1349,Horná Lehota,Materská škola - Horná Lehota,14.0
1350,Horná Lehota,Materská škola - Horná Lehota,17.0
1351,Horná Lehota,ZŠ - Horná Lehota,23.0
1352,Horná Lehota,Materská škola - Horná Lehota,14.0
1353,Horná Lehota,Materská škola - Horná Lehota,17.0
1354,Horná Lehota,ZŠ - Horná Lehota,23.0
1355,Horná Poruba,Materská škola pri ZŠ - Horná Poruba,23.0
1356,Horná Poruba,ZŠ s MŠ - Horná Poruba,37.0
1357,Horná Potôň,"ZŠ s VJM - Horná Potôň, Hlavná",72.0
1358,Horná Potôň,Materská škola s VJM - Horná Potôň,61.0
1359,Horná Seč,"Materská škola - Horná Seč, Hlavná",21.0
1360,Horná Streda,Materská škola pri ZŠ - Horná Streda,56.0
1361,Horná Streda,ZŠ s MŠ - Horná Streda,119.0
1362,Horná Strehová,Materská škola - Horná Strehová,18.0
1363,Horná Súča,EP ako súčasť ZS s MŠ M - Horná Súča,78.0
1364,Horná Súča,ZŠ s MŠ Michala Rešetku - Horná Súča,292.0
1365,Horná Súča,"EP ako súčasť ZŠ s MŠ M - Horná Súča, Dúbrava",
1366,Horná Štubňa,ZŠ - Horná Štubňa,139.0
1367,Horná Štubňa,Materská škola - Horná Štubňa,45.0
1368,Horná Ves,Materská škola pri ZŠ - Horná Ves,77.0
1369,Horná Ves,ZŠ s MŠ - Horná Ves,163.0
1370,Horná Ves,Materská škola pri ZŠ - Horná Ves,77.0
1371,Horná Ves,ZŠ s MŠ - Horná Ves,163.0
1372,Horná Ždaňa,ZŠ s MŠ - Horná Ždaňa,112.0
1373,Horná Ždaňa,Materská škola pri ZŠ - Horná Ždaňa,14.0
1374,Horné Hámre,Materská škola - Horné Hámre,19.0
1375,Horné Lefantovce,"ZŠ - Horné Lefantovce, Farská ",13.0
1376,Horné Lefantovce,"Materská škola - Horné Lefantovce, Farská ",21.0
1377,Horné Mýto,"ZŠ s VJM - Horné Mýto, Školská ",17.0
1378,Horné Mýto,"Materská škola s VJM - Horné Mýto, Školská ",13.0
1379,Horné Naštice,Súkr. Materská škola - Horné Naštice,45.0
1380,Horné Obdokovce,Materská škola pri ZŠ - Horné Obdokovce,47.0
1381,Horné Obdokovce,ZŠ s MŠ - Horné Obdokovce,139.0
1382,Horné Orešany,MŠ pri ZŠ - Horné Orešany,60.0
1383,Horné Orešany,ZŠ s MŠ - Horné Orešany,153.0
1384,Horné Otrokovce,EP ako súčasť ZŠ s MŠ - Horné Otrokovce,21.0
1385,Horné Otrokovce,ZŠ s MŠ - Horné Otrokovce,140.0
1386,Horné Saliby,"ZŠ s MŠ - Horné Saliby, Hlavná",164.0
1387,Horné Saliby,"ZŠ s MŠ s VJM - Horné Saliby, Hlavná",160.0
1388,Horné Saliby,"EP ako súčasť ZŠ s MŠ - Horné Saliby, Hlavná",45.0
1389,Horné Saliby,"EP ako súčasť ZŠsMŠ VJM - Horné Saliby, Hlavná",48.0
1390,Horné Saliby,"EP ako súčasť ZŠ s MŠ - Horné Saliby, Hlavná",
1391,Horné Semerovce,Materská škola - Horné Semerovce,19.0
1392,Horné Semerovce,ZŠ  - Horné Semerovce,13.0
1393,Horné Srnie,"ZŠ s MŠ Václava Mitúcha - Horné Srnie, Školská",224.0
1394,Horné Srnie,"EP ako súčasť ZŠ s MŠ V - Horné Srnie, Školská",86.0
1395,Horné Štitáre,Materská škola - Horné Štitáre,23.0
1396,Horné Trhovište,Materská škola - Horné Trhovište,34.0
1397,Horné Turovce,MŠ s VJM - Óvoda - Horné Turovce,13.0
1398,Horné Vestenice,Materská škola - Horné Vestenice,19.0
1399,Horné Zelenice,Materská škola - Horné Zelenice,20.0
1400,Horný Bar,"ZŠ s VJM - Horný Bar, Hlavná",102.0
1401,Horný Bar,Materská škola s VJM - Horný Bar,24.0
1402,Horný Hričov,"Materská škola pri ZŠ - Horný Hričov, Mládeže",30.0
1403,Horný Hričov,"ZŠ s MŠ - Horný Hričov, Mládeže",19.0
1404,Horný Lieskov,Materská škola - Horný Lieskov,24.0
1405,Horný Vadičov,ZŠ - Horný Vadičov,192.0
1406,Horný Vadičov,Materská škola - Horný Vadičov,50.0
1407,Horovce,Materská škola - Horovce,31.0
1408,Horovce,ZŠ - Horovce,26.0
1409,Horovce,ZŠ - Horovce,24.0
1410,Horovce,Materská škola - Horovce,17.0
1411,Horovce,Materská škola - Horovce,31.0
1412,Horovce,ZŠ - Horovce,26.0
1413,Horovce,ZŠ - Horovce,24.0
1414,Horovce,Materská škola - Horovce,17.0
1415,Hoste,Materská škola - Hoste,15.0
1416,Hostice,"Materská škola pri ZŠ - Hostice, Hlavná",21.0
1417,Hostice,"ZŠ s MŠ - Hostice, Hlavná",160.0
1418,Hostie,Materská škola - Hostie,34.0
1419,Hostie,ZŠ - Hostie,33.0
1420,Hosťová,Materská škola - Hosťová,21.0
1421,Hosťovce,Materská škola - Hosťovce,21.0
1422,Hosťovce,Materská škola - Hosťovce,21.0
1423,Hozelec,Materská škola - Hozelec,44.0
1424,Hôrka,Materská škola - Hôrka,65.0
1425,Hôrka,ZŠ - Hôrka,76.0
1426,Hôrka nad Váhom,Materská škola - Hôrka n.V.,22.0
1427,Hôrky,"EP pri ZŠ s MŠ-MŠ - Hôrky,  Dlhá",67.0
1428,Hôrky,"ZŠ s MŠ - Hôrky,  Hlavná",313.0
1429,Hrabičov,Materská škola - Hrabičov,21.0
1430,Hrabkov,ZŠ s MŠ - Hrabkov,64.0
1431,Hrabkov,Materská škola pri ZŠ - Hrabkov,18.0
1432,Hrabovčík,Materská škola - Hrabovčík,13.0
1433,Hrabovec,Materská škola - Hrabovec,14.0
1434,Hrabovec,ZŠ - Hrabovec,15.0
1435,Hrabovec nad Laborcom,ZŠ s MŠ - Hrabovec nad Laborcom,11.0
1436,Hrabovec nad Laborcom,Materská škola pri ZŠ - Hrabovec nad Laborcom,14.0
1437,Hrabské,ZŠ - Hrabské,53.0
1438,Hrabské,Materská škola - Hrabské,12.0
1439,Hrabušice,"ZŠ s MŠ - Hrabušice, Hlavná",411.0
1440,Hrabušice,"Materská škola I.pri ZŠ - Hrabušice, Hlavná",90.0
1441,Hrabušice,"Špec. ZŠ - Hrabušice, Hviezdoslavova",43.0
1442,Hrabušice,"EP - ZŠsMŠ (MŠ II.) - Hrabušice, Hlavná 1007/91A",
1443,Hradište,Materská škola - Hradište,33.0
1444,Hradište,ZŠ - Hradište,14.0
1445,Hradište,Materská škola - Hradište,33.0
1446,Hradište,ZŠ - Hradište,14.0
1447,Hradište pod Vrátnom,MŠ pri ZŠ - Hradište pod Vrátnom,18.0
1448,Hradište pod Vrátnom,ZŠ s MŠ - Hradište pod Vrátnom,16.0
1449,Hrádok,Materská škola - Hrádok,35.0
1450,Hrachovo,"EP - ZŠ s MŠ S. V. - Hrachovo, Horná",38.0
1451,Hrachovo,"ZŠ s MŠ S.V - Hrachovo, Železničná",168.0
1452,Hraň,ZŠ pri zdrav.zariadení - Hraň,69.0
1453,Hraň,"ZŠ s MŠ - Hraň, SNP",45.0
1454,Hraň,"EP ZŠ s MŠ - MŠ - Hraň, Lipová ",27.0
1455,Hranovnica,"Materská škola - Hranovnica, Hviezdoslavova",33.0
1456,Hranovnica,"ZŠ - Hranovnica, Sládkovičova",476.0
1457,Hranovnica,"Materská škola - Hranovnica, SNP",28.0
1458,Hrašné,Materská škola - Hrašné,17.0
1459,Hrčeľ,"Materská škola pri ZŠ - Hrčeľ, Hlavná",27.0
1460,Hrčeľ,"ZŠ s MŠ - Hrčeľ, Hlavná",160.0
1461,Hrhov,Materská škola s VJM - Hrhov,19.0
1462,Hrhov,ZŠ-Alapiskl - Hrhov,30.0
1463,Hričovské Podhradie,Materská škola - Hričovské Podhradie,21.0
1464,Hriňová,"Materská škola - Hriňová, J.Kráľa",74.0
1465,Hriňová,"EP - ZŠ s MŠ - Hriňová, Krivec",70.0
1466,Hriňová,"ZŠ s MŠ - Hriňová, Krivec",193.0
1467,Hriňová,"ZŠ s MŠ - Hriňová, Školská",410.0
1468,Hriňová,"Materská škola pri ZŠ - Hriňová, Školská",97.0
1469,Hriňová,"EP - ZŠ s MŠ (MŠ) - Hriňová, Krivec",
1470,Hriňová,"EP - ZŠ s MŠ (ZŠ) - Hriňová, Krivec",
1471,Hrnčiarovce nad Parnou,"MŠ pri ZŠ - Hrnčiarovce n.P., Kostolná",61.0
1472,Hrnčiarovce nad Parnou,"ZŠ s MŠ - Hrnčiarovce n.P., Kostolná",191.0
1473,Hrnčiarovce nad Parnou,"EP ako súčasť cirk.gym - Hrnčiarovce n.P., Ústav na výkon trestu",
1474,Hrnčiarovce nad Parnou,"EP ako súčasť SOŠ obcho - Hrnčiarovce n.P., Dlhé Lúky",
1475,Hrnčiarska Ves,Materská škola pri ZŠ - Hrnčiarska Ves,21.0
1476,Hrnčiarska Ves,ZŠ s MŠ - Hrnčiarska Ves,42.0
1477,Hrnčiarske Zalužany,"Materská škola - Hrnčiarske Zalužany, Hlavná",31.0
1478,Hrnčiarske Zalužany,"ZŠ - Hrnčiarske Zalužany, Hlavná",38.0
1479,Hrochoť,"EP - ZŠ s MŠ - Hrochoť, Nám.A.Sládkoviča",41.0
1480,Hrochoť,"ZŠ s MŠ A.S - Hrochoť, Pod kostolom",129.0
1481,Hromoš,EP - ZŠ s MŠ (MŠ) - Hromoš,11.0
1482,Hromoš,ZŠ s MŠ - Hromoš,7.0
1483,Hronec,"Materská škola - Hronec, 29.augusta",29.0
1484,Hronovce,"Materská škola - Óvoda - Hronovce, Levická c.",36.0
1485,Hronsek,"Materská škola - Hronsek, Záhumnie",17.0
1486,Hronská Dúbrava,Materská škola - Hronská Dúbrava,16.0
1487,Hronské Kľačany,Materská škola - Hronské Kľačany,31.0
1488,Hronské Kľačany,ZŠ - Hronské Kľačany,104.0
1489,Hronské Kosihy,Materská škola - Hronské Kosihy,13.0
1490,Hronské Kosihy,ZŠ - Hronské Kosihy,17.0
1491,Hronský Beňadik,"ZŠ s MŠ - Hronský Beňadik, Pod Kláštorom",56.0
1492,Hronský Beňadik,"EP - ZŠ s MŠ - Hronský Beňadik, Ulička",16.0
1493,Hrubá Borša,"Súkr. MŠ - Hrubá Borša, Maloboršanská",24.0
1494,Hrubá Borša,"Materská škola - Hrubá Borša, Školská ",63.0
1495,Hruboňovo,Materská škola - Hruboňovo,15.0
1496,Hrubov,Materská škola - Hrubov,10.0
1497,Hrubý Šúr,"ZŠ s VJM - Hrubý Šúr, Hlavná",6.0
1498,Hrubý Šúr,"ZŠ - Hrubý Šúr, Hlavná",8.0
1499,Hrubý Šúr,"Materská škola - Óvoda - Hrubý Šúr, Hlavná",53.0
1500,Hrušov,Materská škola pri ZŠ - Hrušov,24.0
1501,Hrušov,ZŠ s MŠ - Hrušov,103.0
1502,Hrušov,Materská škola s VJM - Hrušov,11.0
1503,Hrušov,Materská škola pri ZŠ - Hrušov,24.0
1504,Hrušov,ZŠ s MŠ - Hrušov,103.0
1505,Hrušov,Materská škola s VJM - Hrušov,11.0
1506,Hrušov,Materská škola pri ZŠ - Hrušov,24.0
1507,Hrušov,ZŠ s MŠ - Hrušov,103.0
1508,Hrušov,Materská škola s VJM - Hrušov,11.0
1509,Hrušovany,Materská škola - Hrušovany,19.0
1510,Hruštín,"EP pri ZŠ-ZŠ - Hruštín, Črchľa",
1511,Hruštín,Materská škola - Hruštín,89.0
1512,Hruštín,ZŠ - Hruštín,304.0
1513,Hubice,Materská škola s VJM - Hubice,18.0
1514,Hubina,Materská škola - Hubina,22.0
1515,Hubošovce,Materská škola - Hubošovce,16.0
1516,Hubošovce,ZŠ - Hubošovce,14.0
1517,Hubová,"Materská škola - Hubová, Kostolíky",28.0
1518,Hubová,"ZŠ - Hubová, Kostolíky",40.0
1519,Hucín,Materská škola - Hucín,16.0
1520,Hucín,ZŠ - Hucín,87.0
1521,Hudcovce,Materská škola - Hudcovce,14.0
1522,Hul,"ZŠ s MŠ - Hul, Alej",103.0
1523,Hul,"EP Materská škola pri Z - Hul, Alej",34.0
1524,Humenné,"Súkr. SOŠ pedagogická E - Humenné, Lesná",121.0
1525,Humenné,"Súkr. materská škola - Humenné, 1.mája",45.0
1526,Humenné,"Materská škola - Humenné, Darg.hrd.",95.0
1527,Humenné,"ZŠ - Humenné, Darg.hrd.",599.0
1528,Humenné,"Materská škola - Humenné, Družstevná",67.0
1529,Humenné,"SOŠ technická - Humenné, Družstevná",401.0
1530,Humenné,"Cirk. SŠ -ZŠ - Humenné, Duchnovičova",172.0
1531,Humenné,"Cirk.SŠ -Gym - Humenné, Duchnovičova",222.0
1532,Humenné,"Súkr. materská škola - Humenné, Duchnovičova",85.0
1533,Humenné,"ZŠ - Humenné, Hrnčiarska",553.0
1534,Humenné,"OA - Humenné, Komenského",238.0
1535,Humenné,"SŠ int.- PŠI - Humenné, Komenského",23.0
1536,Humenné,"SŠ int.-ŠZŠtpi - Humenné, Komenského",64.0
1537,Humenné,"SŠ int.- OUtpi - Humenné, Komenského",22.0
1538,Humenné,"Gym. gen. L. Svobodu - Humenné, Komenského",482.0
1539,Humenné,"ZŠ - Humenné, Kudlovská",304.0
1540,Humenné,"Materská škola - Humenné, Kudlovská",35.0
1541,Humenné,"ZŠ - Humenné, Laborecká",206.0
1542,Humenné,"Gymn. sv. J.Zlatoústeho - Humenné, Lesná",182.0
1543,Humenné,"SZŠ - Humenné, Lipová",195.0
1544,Humenné,"SOŠ o - Humenné, Mierová",309.0
1545,Humenné,"Materská škola - Humenné, Mierová",62.0
1546,Humenné,"Materská škola - Humenné, Osloboditeľov",137.0
1547,Humenné,"Materská škola - Humenné, Partizánska",176.0
1548,Humenné,"Materská škola pri ZŠ - Humenné, Podskalka",24.0
1549,Humenné,"ZŠ s MŠ - Humenné, Podskalka",65.0
1550,Humenné,"ZŠ - Humenné, Pugačevova",484.0
1551,Humenné,"ZŠ - Humenné, SNP",347.0
1552,Humenné,"SOŠ polytechnická - Humenné, Štefánikova",226.0
1553,Humenné,"HA - Humenné, Štefánikova",156.0
1554,Humenné,"ZŠ - Humenné, Štefánikova",741.0
1555,Humenné,"Materská škola - Humenné, Štefánikova",84.0
1556,Humenné,"Súkr. MŠ AURA - Humenné, Třebíčska",51.0
1557,Humenné,"Materská škola - Humenné, Třebíčska",103.0
1558,Humenné,"Materská škola - Humenné, Tyršova",81.0
1559,Humenné,"EP - SSOŠ - Humenné, Laborecká",
1560,Humenné,"Materská škola - Humenné, Lesná",20.0
1561,Humenné,"Cirk. materská škola - - Humenné, Duchnovičova",23.0
1562,Humenné,"SŠ int.-ŠZŠ - Humenné, Třebíčska",59.0
1563,Huncovce,"Materská škola - Huncovce, Školská",106.0
1564,Huncovce,"ZŠ - Huncovce, Školská",379.0
1565,Huncovce,"EP - ŠZŠ - Huncovce, Krátka",
1566,Hurbanova Ves,"EP-MŠ - Hurbanova Ves, Hurbaova Ves",
1567,Hurbanovo,"SOŠ tech.- Szakközép - Hurbanovo, 1.mája",61.0
1568,Hurbanovo,"Špec. ZŠ s VJM - Hurbanovo, Komárňanská",176.0
1569,Hurbanovo,"SPŠ stavebná - Hurbanovo, Konkolyho",249.0
1570,Hurbanovo,"Materská škola - Hurbanovo, Nový diel",142.0
1571,Hurbanovo,"ZŠ - Hurbanovo, Nám.Konkolyho-Thege",358.0
1572,Hurbanovo,"Špec. ZŠ - Hurbanovo, Zelený Háj",37.0
1573,Hurbanovo,"Materská škola pri ZŠ - Hurbanovo, Športová",33.0
1574,Hurbanovo,"ZŠ s MŠ Á.Fesztyho sVJM - Hurbanovo, Športová",267.0
1575,Hurbanovo,"EP OU int - Hurbanovo, Komárňanská",
1576,Hurbanovo,"EP Materská škola - Hurbanovo, Árpáda Fesztyho",
1577,Hurbanovo,"EP ZŠ s MŠ s VJM - Hurbanovo, Komárňanská",
1578,Husiná,Materská škola s VJM - Husiná,14.0
1579,Husiná,ZŠ - Husiná,27.0
1580,Hviezdoslavov,Materská škola - Hviezdoslavov,107.0
1581,Hvozdnica,ZŠ s MŠ - Hvozdnica,52.0
1582,Hvozdnica,Materská škola pri ZŠ - Hvozdnica,33.0
1583,Hybe,EP pri ZŠ s MŠ-MŠ - Hybe,40.0
1584,Hybe,ZŠ s MŠ - Hybe,173.0
1585,Hýľov,Materská škola - Hýľov,15.0
1586,Chanava,Materská škola s VJM - Chanava,13.0
1587,Chanava,ZŠ s VJM - Chanava,28.0
1588,Chľaba,MŠ s VJM - Óvoda - Chľaba,18.0
1589,Chlebnice,Materská škola pri ZŠ - Chlebnice,59.0
1590,Chlebnice,ZŠ s MŠ - Chlebnice,175.0
1591,Chlmec,Materská škola - Chlmec,20.0
1592,Chmeľnica,Materská škola pri ZŠ - Chmeľnica,26.0
1593,Chmeľnica,ZŠ s MŠ - Chmeľnica,30.0
1594,Chmeľov,ZŠ - Chmeľov,65.0
1595,Chmeľov,Materská škola - Chmeľov,29.0
1596,Chmeľová,Materská škola - Chmeľová,13.0
1597,Chmeľovec,Materská škola - Chmeľovec,22.0
1598,Chmiňany,Materská škola - Chmiňany,24.0
1599,Chminianska Nová Ves,"Materská škola pri ZŠ - Chminianska N.V., Školská",42.0
1600,Chminianska Nová Ves,"ZŠ s MŠ - Chminianska N.V., Školská",339.0
1601,Chminianske Jakubovany,Materská škola - Chminianske Jakubovany,106.0
1602,Chminianske Jakubovany,SŠ - PŠ - Chminianske Jakubovany,30.0
1603,Chminianske Jakubovany,SŠ - ŠZŠ - Chminianske Jakubovany,173.0
1604,Chminianske Jakubovany,ZŠ - Chminianske Jakubovany,489.0
1605,Chminianske Jakubovany,EP - PŠ - Chminianske Jakubovany,
1606,Chminianske Jakubovany,EP - ŠZŠ - Chminianske Jakubovany,
1607,Chminianske Jakubovany,EP - ŠZŠ - Chminianske Jakubovany,
1608,Chminianske Jakubovany,OU - Spoj - Chminianske Jakubovany,55.0
1609,Choča,Materská škola - Choča,21.0
1610,Choňkovce,ZŠ - Choňkovce,15.0
1611,Choňkovce,Materská škola - Choňkovce,10.0
1612,Chorvátsky Grob,"Súkr. MŠ IIF - Chorvátsky Grob, Čerešňová",40.0
1613,Chorvátsky Grob,"EP-MŠ pri ZŠ - Chorvátsky Grob, Rubínová",41.0
1614,Chorvátsky Grob,"Súkr. MŠ - Chorvátsky Grob, Suché miesto 2/A",60.0
1615,Chorvátsky Grob,"ZŠ s MŠ - Chorvátsky Grob, Školská",189.0
1616,Chorvátsky Grob,"Materská škola pri ZŠ - Chorvátsky Grob, Školská",101.0
1617,Chorvátsky Grob,"EP-súkr. MŠ - Chorvátsky Grob, Čerešňová",
1618,Chorvátsky Grob,"ZŠ - Chorvátsky Grob, Javorová alej",257.0
1619,Chorvátsky Grob,"Materská škola - Chorvátsky Grob, Javorová alej",128.0
1620,Chorvátsky Grob,"EP-ZŠ - Chorvátsky Grob, Milana Urbana",
1621,Chotča,Materská škola - Chotča,20.0
1622,Chotča,ZŠ - Chotča,30.0
1623,Chotín,"ZŠ L.Tarczyho s VJM - Chotín, Školská",111.0
1624,Chotín,MŠ s VJM - Óvoda - Chotín,30.0
1625,Chrabrany,"Materská škola - Chrabrany, Ludanická",18.0
1626,Chrabrany,"ZŠ - Chrabrany, Ludanická",19.0
1627,Chrámec,Materská škola s VJM - Chrámec,13.0
1628,Chrasť nad Hornádom,Materská škola - Chrasť n.H.,20.0
1629,Chrasť nad Hornádom,ZŠ - Chrasť n.H.,60.0
1630,Chrastné,ZŠ - Chrastné,20.0
1631,Chrenovec - Brusno,"Materská škola pri ZŠ - Chrenovec - Brusno, Chrenovec-Brusno",41.0
1632,Chrenovec - Brusno,"ZŠ G.Drozda s MŠ - Chrenovec - Brusno, Chrenovec-Brusno",247.0
1633,Chrenovec - Brusno,"Súkr. MŠ PERINKOVO - Chrenovec - Brusno, Chrenovec-Brusno",30.0
1634,Chtelnica,"ZŠ s MŠ - Chtelnica, Nám.1.mája",341.0
1635,Chtelnica,"EP ako súčasť ZŠ s MŠ - Chtelnica, Zigmundíkova ",85.0
1636,Chynorany,"ZŠ V. Beniaka s MŠ - Chynorany, Školská",323.0
1637,Chynorany,"EP ako súčasť ZŠ s MŠ V - Chynorany, Školská",87.0
1638,Chynorany,"EP ako súčasť ZŠ s MŠ V - Chynorany, Školská",
1639,Igram,Materská škola - Igram,37.0
1640,Igram,ZŠ - Igram,31.0
1641,Ihľany,ZŠ - Ihľany,133.0
1642,Ihľany,Materská škola - Ihľany,24.0
1643,Ihľany,EP - Súkr. spojená škol - Ihľany,
1644,Ihráč,Materská škola - Ihráč,14.0
1645,Ilava,"Materská škola - Ilava, Medňanská",114.0
1646,Ilava,"ZŠ - Ilava, Medňanská",463.0
1647,Ilava,"Špec. ZŠ - Ilava, Pivovarská",41.0
1648,Ilava,"Materská škola - Ilava, Okružná",42.0
1649,Ilava,"EP ako súčasť SOŠ - Ilava, Mierové nám.",
1650,Ilava,"EP ako súčasť SOŠ - Ilava, Mierové nám.č.",
1651,Iliašovce,Materská škola - Iliašovce,30.0
1652,Iliašovce,ZŠ - Iliašovce,6.0
1653,Ilija,Materská škola - Ilija,19.0
1654,Imeľ,"EP Materská šk. pri ZŠ - Imeľ, Zdravotnícka",49.0
1655,Imeľ,"ZŠ s MŠ - Imeľ, Školská ",117.0
1656,Iňačovce,Materská škola - Iňačovce,15.0
1657,Iňačovce,ZŠ - Iňačovce,84.0
1658,Ipeľské Predmostie,Materská škola s VJM - Ipeľské Predmostie,17.0
